Replication, Day, Queued To, Queue Amount
0, 0, total, 0
0, 1, total, 0
0, 2, total, 0
0, 3, total, 0
0, 4, total, 0
0, 5, total, 0
0, 6, total, 48
0, 7, total, 82
0, 8, total, 32
0, 9, total, 0
0, 10, total, 0
0, 11, total, 0
0, 12, total, 0
0, 13, total, 39
0, 14, total, 76
0, 15, total, 35
0, 16, total, 0
0, 17, total, 0
0, 18, total, 0
0, 19, total, 0
0, 20, total, 46
0, 21, total, 93
0, 22, total, 37
0, 23, total, 0
0, 24, total, 0
0, 25, total, 0
0, 26, total, 0
0, 27, total, 33
0, 28, total, 63
0, 29, total, 1
0, 30, total, 0
0, 31, total, 0
0, 32, total, 0
0, 33, total, 0
0, 34, total, 46
0, 35, total, 83
0, 36, total, 37
0, 37, total, 0
0, 38, total, 0
0, 39, total, 0
0, 40, total, 0
0, 41, total, 46
0, 42, total, 83
0, 43, total, 37
0, 44, total, 0
0, 45, total, 0
0, 46, total, 0
0, 47, total, 0
0, 48, total, 40
0, 49, total, 77
0, 50, total, 35
0, 51, total, 0
0, 52, total, 0
0, 53, total, 0
0, 54, total, 0
0, 55, total, 39
0, 56, total, 81
0, 57, total, 23
0, 58, total, 0
0, 59, total, 0
0, 60, total, 0
0, 61, total, 0
0, 62, total, 42
0, 63, total, 90
0, 64, total, 35
0, 65, total, 0
0, 66, total, 0
0, 67, total, 0
0, 68, total, 0
0, 69, total, 33
0, 70, total, 77
0, 71, total, 24
0, 72, total, 0
0, 73, total, 0
0, 74, total, 0
0, 75, total, 0
0, 76, total, 35
0, 77, total, 71
0, 78, total, 19
0, 79, total, 0
0, 80, total, 0
0, 81, total, 0
0, 82, total, 0
0, 83, total, 36
0, 84, total, 93
0, 85, total, 36
0, 86, total, 0
0, 87, total, 0
0, 88, total, 0
0, 89, total, 0
0, 90, total, 35
0, 91, total, 79
0, 92, total, 19
0, 93, total, 0
0, 94, total, 0
0, 95, total, 0
0, 96, total, 0
0, 97, total, 44
0, 98, total, 90
0, 99, total, 40
0, 100, total, 0
0, 101, total, 0
0, 102, total, 0
0, 103, total, 0
0, 104, total, 35
0, 105, total, 86
0, 106, total, 21
0, 107, total, 0
0, 108, total, 0
0, 109, total, 0
0, 110, total, 0
0, 111, total, 34
0, 112, total, 71
0, 113, total, 26
0, 114, total, 0
0, 115, total, 0
0, 116, total, 0
0, 117, total, 0
0, 118, total, 37
0, 119, total, 93
0, 120, total, 26
0, 121, total, 0
0, 122, total, 0
0, 123, total, 0
0, 124, total, 0
0, 125, total, 42
0, 126, total, 95
0, 127, total, 31
0, 128, total, 0
0, 129, total, 0
0, 130, total, 0
0, 131, total, 0
0, 132, total, 39
0, 133, total, 71
0, 134, total, 0
0, 135, total, 0
0, 136, total, 0
0, 137, total, 0
0, 138, total, 0
0, 139, total, 33
0, 140, total, 73
0, 141, total, 26
0, 142, total, 0
0, 143, total, 0
0, 144, total, 0
0, 145, total, 0
0, 146, total, 49
0, 147, total, 91
0, 148, total, 29
0, 149, total, 0
0, 150, total, 0
0, 151, total, 0
0, 152, total, 0
0, 153, total, 51
0, 154, total, 89
0, 155, total, 21
0, 156, total, 0
0, 157, total, 0
0, 158, total, 0
0, 159, total, 0
0, 160, total, 44
0, 161, total, 93
0, 162, total, 27
0, 163, total, 0
0, 164, total, 0
0, 165, total, 0
0, 166, total, 0
0, 167, total, 41
0, 168, total, 86
0, 169, total, 31
0, 170, total, 0
0, 171, total, 0
0, 172, total, 0
0, 173, total, 0
0, 174, total, 52
0, 175, total, 89
0, 176, total, 44
0, 177, total, 0
0, 178, total, 0
0, 179, total, 0
0, 180, total, 0
0, 181, total, 52
0, 182, total, 93
0, 183, total, 54
0, 184, total, 0
0, 185, total, 0
0, 186, total, 0
0, 187, total, 0
0, 188, total, 43
0, 189, total, 96
0, 190, total, 38
0, 191, total, 0
0, 192, total, 0
0, 193, total, 0
0, 194, total, 0
0, 195, total, 49
0, 196, total, 100
0, 197, total, 54
0, 198, total, 10
0, 199, total, 0
0, 200, total, 0
0, 201, total, 0
0, 202, total, 46
0, 203, total, 90
0, 204, total, 33
0, 205, total, 0
0, 206, total, 0
0, 207, total, 0
0, 208, total, 0
0, 209, total, 44
0, 210, total, 91
0, 211, total, 53
0, 212, total, 23
0, 213, total, 0
0, 214, total, 0
0, 215, total, 0
0, 216, total, 48
0, 217, total, 103
0, 218, total, 56
0, 219, total, 7
0, 220, total, 0
0, 221, total, 0
0, 222, total, 0
0, 223, total, 53
0, 224, total, 96
0, 225, total, 47
0, 226, total, 0
0, 227, total, 0
0, 228, total, 0
0, 229, total, 0
0, 230, total, 40
0, 231, total, 98
0, 232, total, 50
0, 233, total, 0
0, 234, total, 0
0, 235, total, 0
0, 236, total, 0
0, 237, total, 46
0, 238, total, 85
0, 239, total, 32
0, 240, total, 0
0, 241, total, 0
0, 242, total, 0
0, 243, total, 0
0, 244, total, 42
0, 245, total, 89
0, 246, total, 30
0, 247, total, 0
0, 248, total, 0
0, 249, total, 0
0, 250, total, 0
0, 251, total, 39
0, 252, total, 80
0, 253, total, 19
0, 254, total, 0
0, 255, total, 0
0, 256, total, 0
0, 257, total, 0
0, 258, total, 52
0, 259, total, 96
0, 260, total, 30
0, 261, total, 0
0, 262, total, 0
0, 263, total, 0
0, 264, total, 0
0, 265, total, 43
0, 266, total, 90
0, 267, total, 57
0, 268, total, 0
0, 269, total, 0
0, 270, total, 0
0, 271, total, 0
0, 272, total, 39
0, 273, total, 96
0, 274, total, 57
0, 275, total, 5
0, 276, total, 0
0, 277, total, 0
0, 278, total, 0
0, 279, total, 43
0, 280, total, 91
0, 281, total, 33
0, 282, total, 0
0, 283, total, 0
0, 284, total, 0
0, 285, total, 0
0, 286, total, 41
0, 287, total, 92
0, 288, total, 27
0, 289, total, 0
0, 290, total, 0
0, 291, total, 0
0, 292, total, 0
0, 293, total, 55
0, 294, total, 106
0, 295, total, 46
0, 296, total, 0
0, 297, total, 0
0, 298, total, 0
0, 299, total, 0
0, 300, total, 54
0, 301, total, 103
0, 302, total, 52
0, 303, total, 11
0, 304, total, 0
0, 305, total, 0
0, 306, total, 0
0, 307, total, 47
0, 308, total, 98
0, 309, total, 61
0, 310, total, 3
0, 311, total, 0
0, 312, total, 0
0, 313, total, 0
0, 314, total, 53
0, 315, total, 95
0, 316, total, 35
0, 317, total, 0
0, 318, total, 0
0, 319, total, 0
0, 320, total, 0
0, 321, total, 41
0, 322, total, 82
0, 323, total, 1
0, 324, total, 0
0, 325, total, 0
0, 326, total, 0
0, 327, total, 0
0, 328, total, 44
0, 329, total, 89
0, 330, total, 58
0, 331, total, 16
0, 332, total, 0
0, 333, total, 0
0, 334, total, 0
0, 335, total, 53
0, 336, total, 93
0, 337, total, 60
0, 338, total, 11
0, 339, total, 0
0, 340, total, 0
0, 341, total, 0
0, 342, total, 56
0, 343, total, 100
0, 344, total, 28
0, 345, total, 0
0, 346, total, 0
0, 347, total, 0
0, 348, total, 0
0, 349, total, 49
0, 350, total, 103
0, 351, total, 61
0, 352, total, 0
0, 353, total, 0
0, 354, total, 0
0, 355, total, 0
0, 356, total, 40
0, 357, total, 91
0, 358, total, 31
0, 359, total, 0
0, 360, total, 0
0, 361, total, 0
0, 362, total, 0
0, 363, total, 89
0, 364, total, 167
0, 365, total, 149
0, 366, total, 103
0, 367, total, 60
0, 368, total, 66
0, 369, total, 81
0, 370, total, 158
0, 371, total, 236
0, 372, total, 203
0, 373, total, 150
0, 374, total, 111
0, 375, total, 115
0, 376, total, 122
0, 377, total, 230
0, 378, total, 303
0, 379, total, 277
0, 380, total, 239
0, 381, total, 179
0, 382, total, 203
0, 383, total, 197
0, 384, total, 273
0, 385, total, 347
0, 386, total, 341
0, 387, total, 316
0, 388, total, 285
0, 389, total, 302
0, 390, total, 284
0, 391, total, 358
0, 392, total, 439
0, 393, total, 418
0, 394, total, 352
0, 395, total, 293
0, 396, total, 296
0, 397, total, 300
0, 398, total, 378
0, 399, total, 461
0, 400, total, 441
0, 401, total, 393
0, 402, total, 349
0, 403, total, 359
0, 404, total, 384
0, 405, total, 457
0, 406, total, 545
0, 407, total, 552
0, 408, total, 490
0, 409, total, 421
0, 410, total, 423
0, 411, total, 433
0, 412, total, 519
0, 413, total, 611
0, 414, total, 595
0, 415, total, 524
0, 416, total, 483
0, 417, total, 506
0, 418, total, 511
0, 419, total, 610
0, 420, total, 700
0, 421, total, 687
0, 422, total, 645
0, 423, total, 580
0, 424, total, 592
0, 425, total, 597
0, 426, total, 687
0, 427, total, 776
0, 428, total, 755
0, 429, total, 713
0, 430, total, 667
0, 431, total, 690
0, 432, total, 673
0, 433, total, 751
0, 434, total, 832
0, 435, total, 802
0, 436, total, 744
0, 437, total, 680
0, 438, total, 700
0, 439, total, 700
0, 440, total, 775
0, 441, total, 857
0, 442, total, 855
0, 443, total, 801
0, 444, total, 745
0, 445, total, 744
0, 446, total, 747
0, 447, total, 814
0, 448, total, 890
0, 449, total, 851
0, 450, total, 814
0, 451, total, 752
0, 452, total, 756
0, 453, total, 730
0, 454, total, 804
0, 455, total, 893
0, 456, total, 879
0, 457, total, 830
0, 458, total, 794
0, 459, total, 828
0, 460, total, 839
0, 461, total, 911
0, 462, total, 1005
0, 463, total, 982
0, 464, total, 936
0, 465, total, 873
0, 466, total, 921
0, 467, total, 901
0, 468, total, 989
0, 469, total, 1080
0, 470, total, 1047
0, 471, total, 989
0, 472, total, 955
0, 473, total, 962
0, 474, total, 970
0, 475, total, 1039
0, 476, total, 1125
0, 477, total, 1103
0, 478, total, 1035
0, 479, total, 976
0, 480, total, 1034
0, 481, total, 1055
0, 482, total, 1113
0, 483, total, 1197
0, 484, total, 1190
0, 485, total, 1141
0, 486, total, 1112
0, 487, total, 1127
0, 488, total, 1102
0, 489, total, 1183
0, 490, total, 1262
0, 491, total, 1240
0, 492, total, 1190
0, 493, total, 1141
0, 494, total, 1159
0, 495, total, 1133
0, 496, total, 1215
0, 497, total, 1293
0, 498, total, 1252
0, 499, total, 1205
0, 500, total, 1147
0, 501, total, 1181
0, 502, total, 1177
0, 503, total, 1260
0, 504, total, 1338
0, 505, total, 1315
0, 506, total, 1265
0, 507, total, 1209
0, 508, total, 1217
0, 509, total, 1216
0, 510, total, 1271
0, 511, total, 1345
0, 512, total, 1334
0, 513, total, 1285
0, 514, total, 1237
0, 515, total, 1241
0, 516, total, 1243
0, 517, total, 1328
0, 518, total, 1421
0, 519, total, 1400
0, 520, total, 1347
0, 521, total, 1277
0, 522, total, 1299
0, 523, total, 1293
0, 524, total, 1361
0, 525, total, 1440
0, 526, total, 1434
0, 527, total, 1383
0, 528, total, 1334
0, 529, total, 1348
0, 530, total, 1354
0, 531, total, 1435
0, 532, total, 1520
0, 533, total, 1499
0, 534, total, 1441
0, 535, total, 1390
0, 536, total, 1412
0, 537, total, 1431
0, 538, total, 1529
0, 539, total, 1610
0, 540, total, 1605
0, 541, total, 1551
0, 542, total, 1492
0, 543, total, 1494
0, 544, total, 1519
0, 545, total, 1604
0, 546, total, 1689
0, 547, total, 1660
0, 548, total, 1619
0, 549, total, 1585
0, 550, total, 1589
0, 551, total, 1572
0, 552, total, 1658
0, 553, total, 1729
0, 554, total, 1708
0, 555, total, 1666
0, 556, total, 1621
0, 557, total, 1638
0, 558, total, 1663
0, 559, total, 1763
0, 560, total, 1838
0, 561, total, 1841
0, 562, total, 1792
0, 563, total, 1755
0, 564, total, 1778
0, 565, total, 1794
0, 566, total, 1876
0, 567, total, 1953
0, 568, total, 1918
0, 569, total, 1868
0, 570, total, 1817
0, 571, total, 1840
0, 572, total, 1829
0, 573, total, 1932
0, 574, total, 2017
0, 575, total, 2002
0, 576, total, 1950
0, 577, total, 1915
0, 578, total, 1923
0, 579, total, 1947
0, 580, total, 2037
0, 581, total, 2116
0, 582, total, 2121
0, 583, total, 2083
0, 584, total, 2034
0, 585, total, 2061
0, 586, total, 2079
0, 587, total, 2161
0, 588, total, 2210
0, 589, total, 2197
0, 590, total, 2154
0, 591, total, 2118
0, 592, total, 2131
0, 593, total, 2131
0, 594, total, 2203
0, 595, total, 2269
0, 596, total, 2240
0, 597, total, 2189
0, 598, total, 2129
0, 599, total, 2157
0, 600, total, 2155
0, 601, total, 2227
0, 602, total, 2317
0, 603, total, 2326
0, 604, total, 2278
0, 605, total, 2231
0, 606, total, 2245
0, 607, total, 2271
0, 608, total, 2356
0, 609, total, 2438
0, 610, total, 2411
0, 611, total, 2354
0, 612, total, 2300
0, 613, total, 2335
0, 614, total, 2341
0, 615, total, 2428
0, 616, total, 2513
0, 617, total, 2512
0, 618, total, 2443
0, 619, total, 2388
0, 620, total, 2427
0, 621, total, 2411
0, 622, total, 2490
0, 623, total, 2563
0, 624, total, 2545
0, 625, total, 2504
0, 626, total, 2448
0, 627, total, 2483
0, 628, total, 2492
0, 629, total, 2564
0, 630, total, 2638
0, 631, total, 2636
0, 632, total, 2608
0, 633, total, 2561
0, 634, total, 2579
0, 635, total, 2569
0, 636, total, 2656
0, 637, total, 2731
0, 638, total, 2713
0, 639, total, 2664
0, 640, total, 2628
0, 641, total, 2657
0, 642, total, 2658
0, 643, total, 2738
0, 644, total, 2818
0, 645, total, 2797
0, 646, total, 2731
0, 647, total, 2664
0, 648, total, 2695
0, 649, total, 2718
0, 650, total, 2790
0, 651, total, 2858
0, 652, total, 2849
0, 653, total, 2799
0, 654, total, 2759
0, 655, total, 2752
0, 656, total, 2749
0, 657, total, 2831
0, 658, total, 2921
0, 659, total, 2907
0, 660, total, 2857
0, 661, total, 2813
0, 662, total, 2830
0, 663, total, 2846
0, 664, total, 2917
0, 665, total, 3019
0, 666, total, 2989
0, 667, total, 2958
0, 668, total, 2907
0, 669, total, 2901
0, 670, total, 2904
0, 671, total, 2997
0, 672, total, 3097
0, 673, total, 3073
0, 674, total, 3008
0, 675, total, 2961
0, 676, total, 3008
0, 677, total, 3000
0, 678, total, 3088
0, 679, total, 3171
0, 680, total, 3171
0, 681, total, 3124
0, 682, total, 3071
0, 683, total, 3139
0, 684, total, 3138
0, 685, total, 3212
0, 686, total, 3305
0, 687, total, 3300
0, 688, total, 3225
0, 689, total, 3179
0, 690, total, 3178
0, 691, total, 3187
0, 692, total, 3274
0, 693, total, 3372
0, 694, total, 3338
0, 695, total, 3298
0, 696, total, 3255
0, 697, total, 3253
0, 698, total, 3283
0, 699, total, 3370
0, 700, total, 3458
0, 701, total, 3474
0, 702, total, 3423
0, 703, total, 3394
0, 704, total, 3421
0, 705, total, 3394
0, 706, total, 3479
0, 707, total, 3559
0, 708, total, 3527
0, 709, total, 3484
0, 710, total, 3452
0, 711, total, 3470
0, 712, total, 3495
0, 713, total, 3575
0, 714, total, 3662
0, 715, total, 3642
0, 716, total, 3593
0, 717, total, 3541
0, 718, total, 3545
0, 719, total, 3546
0, 720, total, 3630
0, 721, total, 3702
0, 722, total, 3704
0, 723, total, 3642
0, 724, total, 3605
0, 725, total, 3596
0, 726, total, 3593
0, 727, total, 3676
0, 728, total, 3786
0, 729, total, 3755
0, 730, total, 3694
0, 731, total, 3636
0, 732, total, 3604
0, 733, total, 3592
0, 734, total, 3681
0, 735, total, 3783
0, 736, total, 3781
0, 737, total, 3748
0, 738, total, 3698
0, 739, total, 3668
0, 740, total, 3660
0, 741, total, 3737
0, 742, total, 3822
0, 743, total, 3868
0, 744, total, 3817
0, 745, total, 3738
0, 746, total, 3713
0, 747, total, 3669
0, 748, total, 3736
0, 749, total, 3831
0, 750, total, 3841
0, 751, total, 3765
0, 752, total, 3710
0, 753, total, 3763
0, 754, total, 3685
0, 755, total, 3794
0, 756, total, 3870
0, 757, total, 3875
0, 758, total, 3825
0, 759, total, 3780
0, 760, total, 3800
0, 761, total, 3765
0, 762, total, 3834
0, 763, total, 3933
0, 764, total, 3952
0, 765, total, 3877
0, 766, total, 3825
0, 767, total, 3812
0, 768, total, 3828
0, 769, total, 3900
0, 770, total, 3980
0, 771, total, 3955
0, 772, total, 3907
0, 773, total, 3858
0, 774, total, 3858
0, 775, total, 3852
0, 776, total, 3940
0, 777, total, 4015
0, 778, total, 3992
0, 779, total, 3932
0, 780, total, 3871
0, 781, total, 3880
0, 782, total, 3863
0, 783, total, 3985
0, 784, total, 4070
0, 785, total, 4051
0, 786, total, 3996
0, 787, total, 3950
0, 788, total, 3932
0, 789, total, 3912
0, 790, total, 3996
0, 791, total, 4094
0, 792, total, 4060
0, 793, total, 4001
0, 794, total, 3961
0, 795, total, 3937
0, 796, total, 3923
0, 797, total, 4047
0, 798, total, 4156
0, 799, total, 4181
0, 800, total, 4135
0, 801, total, 4092
0, 802, total, 4058
0, 803, total, 4047
0, 804, total, 4151
0, 805, total, 4234
0, 806, total, 4258
0, 807, total, 4215
0, 808, total, 4151
0, 809, total, 4101
0, 810, total, 4074
0, 811, total, 4164
0, 812, total, 4270
0, 813, total, 4278
0, 814, total, 4222
0, 815, total, 4160
0, 816, total, 4169
0, 817, total, 4155
0, 818, total, 4218
0, 819, total, 4291
0, 820, total, 4291
0, 821, total, 4240
0, 822, total, 4198
0, 823, total, 4223
0, 824, total, 4218
0, 825, total, 4296
0, 826, total, 4378
0, 827, total, 4353
0, 828, total, 4299
0, 829, total, 4259
0, 830, total, 4268
0, 831, total, 4239
0, 832, total, 4331
0, 833, total, 4405
0, 834, total, 4395
0, 835, total, 4326
0, 836, total, 4282
0, 837, total, 4255
0, 838, total, 4257
0, 839, total, 4363
0, 840, total, 4411
0, 841, total, 4407
0, 842, total, 4327
0, 843, total, 4286
0, 844, total, 4301
0, 845, total, 4263
0, 846, total, 4348
0, 847, total, 4452
0, 848, total, 4452
0, 849, total, 4413
0, 850, total, 4371
0, 851, total, 4360
0, 852, total, 4359
0, 853, total, 4464
0, 854, total, 4571
0, 855, total, 4561
0, 856, total, 4515
0, 857, total, 4457
0, 858, total, 4432
0, 859, total, 4414
0, 860, total, 4510
0, 861, total, 4624
0, 862, total, 4586
0, 863, total, 4545
0, 864, total, 4482
0, 865, total, 4475
0, 866, total, 4453
0, 867, total, 4550
0, 868, total, 4661
0, 869, total, 4661
0, 870, total, 4629
0, 871, total, 4574
0, 872, total, 4537
0, 873, total, 4508
0, 874, total, 4593
