Replication, Day, Queued To, Queue Amount
0, 0, total, 0
0, 1, total, 0
0, 2, total, 0
0, 3, total, 0
0, 4, total, 0
0, 5, total, 0
0, 6, total, 30
0, 7, total, 70
0, 8, total, 15
0, 9, total, 0
0, 10, total, 0
0, 11, total, 0
0, 12, total, 0
0, 13, total, 27
0, 14, total, 62
0, 15, total, 0
0, 16, total, 0
0, 17, total, 0
0, 18, total, 0
0, 19, total, 0
0, 20, total, 36
0, 21, total, 73
0, 22, total, 24
0, 23, total, 0
0, 24, total, 0
0, 25, total, 0
0, 26, total, 0
0, 27, total, 43
0, 28, total, 67
0, 29, total, 0
0, 30, total, 0
0, 31, total, 0
0, 32, total, 0
0, 33, total, 0
0, 34, total, 43
0, 35, total, 84
0, 36, total, 24
0, 37, total, 0
0, 38, total, 0
0, 39, total, 0
0, 40, total, 0
0, 41, total, 35
0, 42, total, 72
0, 43, total, 11
0, 44, total, 0
0, 45, total, 0
0, 46, total, 0
0, 47, total, 0
0, 48, total, 37
0, 49, total, 65
0, 50, total, 11
0, 51, total, 0
0, 52, total, 0
0, 53, total, 0
0, 54, total, 0
0, 55, total, 41
0, 56, total, 90
0, 57, total, 51
0, 58, total, 0
0, 59, total, 0
0, 60, total, 0
0, 61, total, 0
0, 62, total, 46
0, 63, total, 77
0, 64, total, 26
0, 65, total, 0
0, 66, total, 0
0, 67, total, 0
0, 68, total, 0
0, 69, total, 36
0, 70, total, 88
0, 71, total, 25
0, 72, total, 0
0, 73, total, 0
0, 74, total, 0
0, 75, total, 0
0, 76, total, 55
0, 77, total, 105
0, 78, total, 64
0, 79, total, 25
0, 80, total, 0
0, 81, total, 0
0, 82, total, 0
0, 83, total, 51
0, 84, total, 102
0, 85, total, 60
0, 86, total, 16
0, 87, total, 0
0, 88, total, 0
0, 89, total, 0
0, 90, total, 55
0, 91, total, 107
0, 92, total, 84
0, 93, total, 37
0, 94, total, 2
0, 95, total, 0
0, 96, total, 0
0, 97, total, 58
0, 98, total, 119
0, 99, total, 68
0, 100, total, 32
0, 101, total, 0
0, 102, total, 0
0, 103, total, 0
0, 104, total, 57
0, 105, total, 129
0, 106, total, 86
0, 107, total, 42
0, 108, total, 10
0, 109, total, 0
0, 110, total, 0
0, 111, total, 46
0, 112, total, 103
0, 113, total, 76
0, 114, total, 46
0, 115, total, 7
0, 116, total, 0
0, 117, total, 0
0, 118, total, 52
0, 119, total, 98
0, 120, total, 56
0, 121, total, 22
0, 122, total, 0
0, 123, total, 0
0, 124, total, 0
0, 125, total, 63
0, 126, total, 118
0, 127, total, 78
0, 128, total, 29
0, 129, total, 0
0, 130, total, 0
0, 131, total, 0
0, 132, total, 56
0, 133, total, 120
0, 134, total, 87
0, 135, total, 29
0, 136, total, 0
0, 137, total, 0
0, 138, total, 0
0, 139, total, 57
0, 140, total, 126
0, 141, total, 90
0, 142, total, 44
0, 143, total, 5
0, 144, total, 0
0, 145, total, 0
0, 146, total, 87
0, 147, total, 149
0, 148, total, 129
0, 149, total, 109
0, 150, total, 70
0, 151, total, 13
0, 152, total, 0
0, 153, total, 66
0, 154, total, 125
0, 155, total, 89
0, 156, total, 51
0, 157, total, 43
0, 158, total, 27
0, 159, total, 3
0, 160, total, 79
0, 161, total, 154
0, 162, total, 142
0, 163, total, 120
0, 164, total, 95
0, 165, total, 70
0, 166, total, 32
0, 167, total, 102
0, 168, total, 163
0, 169, total, 156
0, 170, total, 130
0, 171, total, 105
0, 172, total, 114
0, 173, total, 97
0, 174, total, 165
0, 175, total, 245
0, 176, total, 211
0, 177, total, 164
0, 178, total, 139
0, 179, total, 117
0, 180, total, 97
0, 181, total, 183
0, 182, total, 243
0, 183, total, 226
0, 184, total, 209
0, 185, total, 203
0, 186, total, 178
0, 187, total, 154
0, 188, total, 236
0, 189, total, 322
0, 190, total, 314
0, 191, total, 303
0, 192, total, 291
0, 193, total, 264
0, 194, total, 239
0, 195, total, 329
0, 196, total, 420
0, 197, total, 386
0, 198, total, 353
0, 199, total, 310
0, 200, total, 307
0, 201, total, 295
0, 202, total, 372
0, 203, total, 466
0, 204, total, 449
0, 205, total, 413
0, 206, total, 396
0, 207, total, 381
0, 208, total, 349
0, 209, total, 422
0, 210, total, 513
0, 211, total, 502
0, 212, total, 516
0, 213, total, 529
0, 214, total, 531
0, 215, total, 514
0, 216, total, 605
0, 217, total, 683
0, 218, total, 678
0, 219, total, 673
0, 220, total, 657
0, 221, total, 642
0, 222, total, 609
0, 223, total, 701
0, 224, total, 797
0, 225, total, 789
0, 226, total, 785
0, 227, total, 757
0, 228, total, 737
0, 229, total, 732
0, 230, total, 845
0, 231, total, 955
0, 232, total, 951
0, 233, total, 930
0, 234, total, 914
0, 235, total, 879
0, 236, total, 862
0, 237, total, 968
0, 238, total, 1055
0, 239, total, 1037
0, 240, total, 1017
0, 241, total, 1010
0, 242, total, 977
0, 243, total, 957
0, 244, total, 1055
0, 245, total, 1160
0, 246, total, 1172
0, 247, total, 1183
0, 248, total, 1177
0, 249, total, 1159
0, 250, total, 1152
0, 251, total, 1241
0, 252, total, 1345
0, 253, total, 1344
0, 254, total, 1338
0, 255, total, 1301
0, 256, total, 1289
0, 257, total, 1293
0, 258, total, 1396
0, 259, total, 1506
0, 260, total, 1510
0, 261, total, 1488
0, 262, total, 1472
0, 263, total, 1458
0, 264, total, 1469
0, 265, total, 1551
0, 266, total, 1658
0, 267, total, 1640
0, 268, total, 1609
0, 269, total, 1600
0, 270, total, 1588
0, 271, total, 1570
0, 272, total, 1661
0, 273, total, 1766
0, 274, total, 1763
0, 275, total, 1753
0, 276, total, 1742
0, 277, total, 1737
0, 278, total, 1726
0, 279, total, 1822
0, 280, total, 1915
0, 281, total, 1906
0, 282, total, 1907
0, 283, total, 1884
0, 284, total, 1876
0, 285, total, 1857
0, 286, total, 1947
0, 287, total, 2031
0, 288, total, 1991
0, 289, total, 1969
0, 290, total, 1963
0, 291, total, 1935
0, 292, total, 1904
0, 293, total, 1981
0, 294, total, 2064
0, 295, total, 2053
0, 296, total, 2023
0, 297, total, 2005
0, 298, total, 1966
0, 299, total, 1930
0, 300, total, 1996
0, 301, total, 2074
0, 302, total, 2061
0, 303, total, 2051
0, 304, total, 2018
0, 305, total, 1992
0, 306, total, 1965
0, 307, total, 2045
0, 308, total, 2120
0, 309, total, 2092
0, 310, total, 2055
0, 311, total, 2020
0, 312, total, 2010
0, 313, total, 1982
0, 314, total, 2057
0, 315, total, 2125
0, 316, total, 2063
0, 317, total, 2046
0, 318, total, 2030
0, 319, total, 2017
0, 320, total, 1989
0, 321, total, 2058
0, 322, total, 2136
0, 323, total, 2109
0, 324, total, 2081
0, 325, total, 2037
0, 326, total, 2010
0, 327, total, 1965
0, 328, total, 2047
0, 329, total, 2117
0, 330, total, 2113
0, 331, total, 2078
0, 332, total, 2043
0, 333, total, 2016
0, 334, total, 2003
0, 335, total, 2081
0, 336, total, 2161
0, 337, total, 2138
0, 338, total, 2120
0, 339, total, 2088
0, 340, total, 2066
0, 341, total, 2050
0, 342, total, 2129
0, 343, total, 2192
0, 344, total, 2161
0, 345, total, 2125
0, 346, total, 2097
0, 347, total, 2051
0, 348, total, 2012
0, 349, total, 2078
0, 350, total, 2146
0, 351, total, 2128
0, 352, total, 2098
0, 353, total, 2073
0, 354, total, 2018
0, 355, total, 1986
0, 356, total, 2052
0, 357, total, 2122
0, 358, total, 2074
0, 359, total, 2029
0, 360, total, 2007
0, 361, total, 1966
0, 362, total, 1940
0, 363, total, 2013
0, 364, total, 2083
0, 365, total, 2074
0, 366, total, 2025
0, 367, total, 1996
0, 368, total, 1949
0, 369, total, 1900
0, 370, total, 1968
0, 371, total, 2037
0, 372, total, 1998
0, 373, total, 1968
0, 374, total, 1947
0, 375, total, 1898
0, 376, total, 1877
0, 377, total, 1930
0, 378, total, 1985
0, 379, total, 1942
0, 380, total, 1890
0, 381, total, 1863
0, 382, total, 1827
0, 383, total, 1810
0, 384, total, 1886
0, 385, total, 1939
0, 386, total, 1898
0, 387, total, 1856
0, 388, total, 1830
0, 389, total, 1782
0, 390, total, 1725
0, 391, total, 1788
0, 392, total, 1846
0, 393, total, 1804
0, 394, total, 1778
0, 395, total, 1743
0, 396, total, 1699
0, 397, total, 1666
0, 398, total, 1723
0, 399, total, 1779
0, 400, total, 1759
0, 401, total, 1708
0, 402, total, 1659
0, 403, total, 1610
0, 404, total, 1563
0, 405, total, 1608
0, 406, total, 1665
0, 407, total, 1626
0, 408, total, 1588
0, 409, total, 1552
0, 410, total, 1497
0, 411, total, 1467
0, 412, total, 1520
0, 413, total, 1572
0, 414, total, 1536
0, 415, total, 1498
0, 416, total, 1450
0, 417, total, 1398
0, 418, total, 1359
0, 419, total, 1414
0, 420, total, 1467
0, 421, total, 1429
0, 422, total, 1376
0, 423, total, 1325
0, 424, total, 1270
0, 425, total, 1221
0, 426, total, 1258
0, 427, total, 1299
0, 428, total, 1257
0, 429, total, 1196
0, 430, total, 1152
0, 431, total, 1088
0, 432, total, 1019
0, 433, total, 1074
0, 434, total, 1124
0, 435, total, 1083
0, 436, total, 1020
0, 437, total, 978
0, 438, total, 917
0, 439, total, 859
0, 440, total, 911
0, 441, total, 950
0, 442, total, 891
0, 443, total, 838
0, 444, total, 781
0, 445, total, 719
0, 446, total, 655
0, 447, total, 703
0, 448, total, 754
0, 449, total, 698
0, 450, total, 658
0, 451, total, 617
0, 452, total, 554
0, 453, total, 510
0, 454, total, 565
0, 455, total, 619
0, 456, total, 572
0, 457, total, 511
0, 458, total, 464
0, 459, total, 382
0, 460, total, 336
0, 461, total, 382
0, 462, total, 437
0, 463, total, 389
0, 464, total, 359
0, 465, total, 316
0, 466, total, 253
0, 467, total, 216
0, 468, total, 264
0, 469, total, 324
0, 470, total, 290
0, 471, total, 250
0, 472, total, 206
0, 473, total, 145
0, 474, total, 109
0, 475, total, 174
0, 476, total, 235
0, 477, total, 177
0, 478, total, 132
0, 479, total, 97
0, 480, total, 61
0, 481, total, 0
0, 482, total, 54
0, 483, total, 118
0, 484, total, 103
0, 485, total, 84
0, 486, total, 48
0, 487, total, 15
0, 488, total, 0
0, 489, total, 73
0, 490, total, 147
0, 491, total, 113
0, 492, total, 73
0, 493, total, 30
0, 494, total, 0
0, 495, total, 0
0, 496, total, 72
0, 497, total, 129
0, 498, total, 99
0, 499, total, 36
0, 500, total, 0
0, 501, total, 0
0, 502, total, 0
0, 503, total, 68
0, 504, total, 147
0, 505, total, 103
0, 506, total, 83
0, 507, total, 64
0, 508, total, 40
0, 509, total, 0
0, 510, total, 59
0, 511, total, 128
0, 512, total, 108
0, 513, total, 96
0, 514, total, 51
0, 515, total, 11
0, 516, total, 0
0, 517, total, 77
0, 518, total, 157
0, 519, total, 133
0, 520, total, 93
0, 521, total, 58
0, 522, total, 15
0, 523, total, 0
0, 524, total, 78
0, 525, total, 145
0, 526, total, 121
0, 527, total, 95
0, 528, total, 84
0, 529, total, 54
0, 530, total, 28
0, 531, total, 88
0, 532, total, 172
0, 533, total, 164
0, 534, total, 119
0, 535, total, 82
0, 536, total, 35
0, 537, total, 0
0, 538, total, 69
0, 539, total, 134
0, 540, total, 95
0, 541, total, 80
0, 542, total, 48
0, 543, total, 17
0, 544, total, 0
0, 545, total, 76
0, 546, total, 145
0, 547, total, 147
0, 548, total, 135
0, 549, total, 125
0, 550, total, 90
0, 551, total, 63
0, 552, total, 138
0, 553, total, 229
0, 554, total, 209
0, 555, total, 207
0, 556, total, 194
0, 557, total, 166
0, 558, total, 122
0, 559, total, 202
0, 560, total, 294
0, 561, total, 263
0, 562, total, 253
0, 563, total, 245
0, 564, total, 216
0, 565, total, 179
0, 566, total, 249
0, 567, total, 336
0, 568, total, 313
0, 569, total, 267
0, 570, total, 242
0, 571, total, 202
0, 572, total, 148
0, 573, total, 242
0, 574, total, 330
0, 575, total, 327
0, 576, total, 337
0, 577, total, 327
0, 578, total, 294
0, 579, total, 263
0, 580, total, 344
0, 581, total, 442
0, 582, total, 418
0, 583, total, 398
0, 584, total, 375
0, 585, total, 367
0, 586, total, 348
0, 587, total, 425
0, 588, total, 519
0, 589, total, 509
0, 590, total, 489
0, 591, total, 470
0, 592, total, 434
0, 593, total, 417
0, 594, total, 509
0, 595, total, 583
0, 596, total, 575
0, 597, total, 552
0, 598, total, 537
0, 599, total, 497
0, 600, total, 489
0, 601, total, 567
0, 602, total, 676
0, 603, total, 668
0, 604, total, 647
0, 605, total, 646
0, 606, total, 618
0, 607, total, 627
0, 608, total, 729
0, 609, total, 814
0, 610, total, 802
0, 611, total, 787
0, 612, total, 799
0, 613, total, 780
0, 614, total, 748
0, 615, total, 840
0, 616, total, 926
0, 617, total, 910
0, 618, total, 900
0, 619, total, 924
0, 620, total, 890
0, 621, total, 846
0, 622, total, 913
0, 623, total, 1002
0, 624, total, 974
0, 625, total, 967
0, 626, total, 955
0, 627, total, 946
0, 628, total, 941
0, 629, total, 1030
0, 630, total, 1145
0, 631, total, 1174
0, 632, total, 1190
0, 633, total, 1207
0, 634, total, 1165
0, 635, total, 1163
0, 636, total, 1254
0, 637, total, 1355
0, 638, total, 1339
0, 639, total, 1332
0, 640, total, 1300
0, 641, total, 1285
0, 642, total, 1283
0, 643, total, 1371
0, 644, total, 1467
0, 645, total, 1450
0, 646, total, 1444
0, 647, total, 1433
0, 648, total, 1401
0, 649, total, 1393
0, 650, total, 1483
0, 651, total, 1585
0, 652, total, 1575
0, 653, total, 1583
0, 654, total, 1571
0, 655, total, 1523
0, 656, total, 1516
0, 657, total, 1615
0, 658, total, 1703
0, 659, total, 1692
0, 660, total, 1679
0, 661, total, 1681
0, 662, total, 1644
0, 663, total, 1633
0, 664, total, 1718
0, 665, total, 1807
0, 666, total, 1775
0, 667, total, 1766
0, 668, total, 1735
0, 669, total, 1702
0, 670, total, 1672
0, 671, total, 1758
0, 672, total, 1843
0, 673, total, 1808
0, 674, total, 1799
0, 675, total, 1797
0, 676, total, 1763
0, 677, total, 1738
0, 678, total, 1814
0, 679, total, 1894
0, 680, total, 1879
0, 681, total, 1844
0, 682, total, 1836
0, 683, total, 1812
0, 684, total, 1788
0, 685, total, 1864
0, 686, total, 1947
0, 687, total, 1935
0, 688, total, 1935
0, 689, total, 1910
0, 690, total, 1872
0, 691, total, 1847
0, 692, total, 1938
0, 693, total, 2028
0, 694, total, 2011
0, 695, total, 1984
0, 696, total, 1963
0, 697, total, 1949
0, 698, total, 1927
0, 699, total, 1997
0, 700, total, 2074
0, 701, total, 2040
0, 702, total, 2027
0, 703, total, 1985
0, 704, total, 1934
0, 705, total, 1907
0, 706, total, 1985
0, 707, total, 2058
0, 708, total, 2050
0, 709, total, 1998
0, 710, total, 1992
0, 711, total, 1979
0, 712, total, 1957
0, 713, total, 2026
0, 714, total, 2093
0, 715, total, 2053
0, 716, total, 2033
0, 717, total, 2010
0, 718, total, 1960
0, 719, total, 1927
0, 720, total, 2017
0, 721, total, 2121
0, 722, total, 2085
0, 723, total, 2079
0, 724, total, 2065
0, 725, total, 2058
0, 726, total, 2037
0, 727, total, 2121
0, 728, total, 2261
0, 729, total, 2248
0, 730, total, 2243
0, 731, total, 2249
0, 732, total, 2241
0, 733, total, 2204
0, 734, total, 2270
0, 735, total, 2413
0, 736, total, 2405
0, 737, total, 2397
0, 738, total, 2421
0, 739, total, 2432
0, 740, total, 2384
0, 741, total, 2459
0, 742, total, 2616
0, 743, total, 2670
0, 744, total, 2652
0, 745, total, 2641
0, 746, total, 2642
0, 747, total, 2604
0, 748, total, 2678
0, 749, total, 2831
0, 750, total, 2820
0, 751, total, 2813
0, 752, total, 2794
0, 753, total, 2796
0, 754, total, 2767
0, 755, total, 2827
0, 756, total, 2964
0, 757, total, 2967
0, 758, total, 2953
0, 759, total, 2950
0, 760, total, 2941
0, 761, total, 2899
0, 762, total, 2976
0, 763, total, 3100
0, 764, total, 3088
0, 765, total, 3099
0, 766, total, 3116
0, 767, total, 3107
0, 768, total, 3052
0, 769, total, 3123
0, 770, total, 3270
0, 771, total, 3254
0, 772, total, 3252
0, 773, total, 3242
0, 774, total, 3230
0, 775, total, 3173
0, 776, total, 3230
0, 777, total, 3353
0, 778, total, 3392
0, 779, total, 3382
0, 780, total, 3364
0, 781, total, 3367
0, 782, total, 3319
0, 783, total, 3380
0, 784, total, 3497
0, 785, total, 3521
0, 786, total, 3524
0, 787, total, 3512
0, 788, total, 3495
0, 789, total, 3446
0, 790, total, 3494
0, 791, total, 3626
0, 792, total, 3628
0, 793, total, 3611
0, 794, total, 3608
0, 795, total, 3596
0, 796, total, 3555
0, 797, total, 3604
0, 798, total, 3734
0, 799, total, 3742
0, 800, total, 3753
0, 801, total, 3752
0, 802, total, 3754
0, 803, total, 3699
0, 804, total, 3753
0, 805, total, 3864
0, 806, total, 3884
0, 807, total, 3891
0, 808, total, 3864
0, 809, total, 3847
0, 810, total, 3790
0, 811, total, 3829
0, 812, total, 3937
0, 813, total, 3980
0, 814, total, 4002
0, 815, total, 4003
0, 816, total, 4009
0, 817, total, 3933
0, 818, total, 3986
0, 819, total, 4113
0, 820, total, 4160
0, 821, total, 4178
0, 822, total, 4161
0, 823, total, 4151
0, 824, total, 4079
0, 825, total, 4118
0, 826, total, 4238
0, 827, total, 4261
0, 828, total, 4284
0, 829, total, 4292
0, 830, total, 4297
0, 831, total, 4229
0, 832, total, 4268
0, 833, total, 4367
0, 834, total, 4379
0, 835, total, 4430
0, 836, total, 4455
0, 837, total, 4425
0, 838, total, 4372
0, 839, total, 4415
0, 840, total, 4529
0, 841, total, 4562
0, 842, total, 4590
0, 843, total, 4574
0, 844, total, 4582
0, 845, total, 4521
0, 846, total, 4567
0, 847, total, 4699
0, 848, total, 4717
0, 849, total, 4694
0, 850, total, 4667
0, 851, total, 4658
0, 852, total, 4601
0, 853, total, 4646
0, 854, total, 4759
0, 855, total, 4776
0, 856, total, 4807
0, 857, total, 4783
0, 858, total, 4774
0, 859, total, 4719
0, 860, total, 4763
0, 861, total, 4888
0, 862, total, 4909
0, 863, total, 4934
0, 864, total, 4926
0, 865, total, 4925
0, 866, total, 4857
0, 867, total, 4895
0, 868, total, 5002
0, 869, total, 5003
0, 870, total, 5030
