Replication, Day, Queued To, Queue Amount
0, 0, total, 0
0, 1, total, 3
0, 2, total, 6
0, 3, total, 7
0, 4, total, 3
0, 5, total, 8
0, 6, total, 40
0, 7, total, 73
0, 8, total, 87
0, 9, total, 95
0, 10, total, 97
0, 11, total, 85
0, 12, total, 86
0, 13, total, 113
0, 14, total, 145
0, 15, total, 139
0, 16, total, 148
0, 17, total, 146
0, 18, total, 145
0, 19, total, 157
0, 20, total, 191
0, 21, total, 220
0, 22, total, 238
0, 23, total, 250
0, 24, total, 270
0, 25, total, 274
0, 26, total, 273
0, 27, total, 318
0, 28, total, 353
0, 29, total, 356
0, 30, total, 366
0, 31, total, 374
0, 32, total, 386
0, 33, total, 395
0, 34, total, 443
0, 35, total, 488
0, 36, total, 491
0, 37, total, 488
0, 38, total, 506
0, 39, total, 512
0, 40, total, 540
0, 41, total, 579
0, 42, total, 615
0, 43, total, 607
0, 44, total, 616
0, 45, total, 601
0, 46, total, 626
0, 47, total, 631
0, 48, total, 683
0, 49, total, 727
0, 50, total, 738
0, 51, total, 727
0, 52, total, 739
0, 53, total, 754
0, 54, total, 759
0, 55, total, 805
0, 56, total, 845
0, 57, total, 856
0, 58, total, 888
0, 59, total, 883
0, 60, total, 903
0, 61, total, 915
0, 62, total, 969
0, 63, total, 1001
0, 64, total, 1018
0, 65, total, 1028
0, 66, total, 1048
0, 67, total, 1066
0, 68, total, 1077
0, 69, total, 1117
0, 70, total, 1162
0, 71, total, 1182
0, 72, total, 1204
0, 73, total, 1215
0, 74, total, 1236
0, 75, total, 1230
0, 76, total, 1268
0, 77, total, 1318
0, 78, total, 1322
0, 79, total, 1346
0, 80, total, 1357
0, 81, total, 1371
0, 82, total, 1368
0, 83, total, 1404
0, 84, total, 1446
0, 85, total, 1473
0, 86, total, 1484
0, 87, total, 1515
0, 88, total, 1513
0, 89, total, 1514
0, 90, total, 1552
0, 91, total, 1590
0, 92, total, 1583
0, 93, total, 1589
0, 94, total, 1614
0, 95, total, 1622
0, 96, total, 1630
0, 97, total, 1660
0, 98, total, 1699
0, 99, total, 1692
0, 100, total, 1702
0, 101, total, 1727
0, 102, total, 1717
0, 103, total, 1728
0, 104, total, 1769
0, 105, total, 1808
0, 106, total, 1812
0, 107, total, 1803
0, 108, total, 1813
0, 109, total, 1809
0, 110, total, 1816
0, 111, total, 1835
0, 112, total, 1875
0, 113, total, 1890
0, 114, total, 1896
0, 115, total, 1900
0, 116, total, 1898
0, 117, total, 1896
0, 118, total, 1923
0, 119, total, 1947
0, 120, total, 1948
0, 121, total, 1947
0, 122, total, 1954
0, 123, total, 1957
0, 124, total, 1979
0, 125, total, 2004
0, 126, total, 2031
0, 127, total, 2028
0, 128, total, 2030
0, 129, total, 2026
0, 130, total, 2033
0, 131, total, 2028
0, 132, total, 2051
0, 133, total, 2091
0, 134, total, 2078
0, 135, total, 2073
0, 136, total, 2070
0, 137, total, 2063
0, 138, total, 2050
0, 139, total, 2081
0, 140, total, 2108
0, 141, total, 2097
0, 142, total, 2099
0, 143, total, 2095
0, 144, total, 2090
0, 145, total, 2085
0, 146, total, 2115
0, 147, total, 2138
0, 148, total, 2136
0, 149, total, 2123
0, 150, total, 2109
0, 151, total, 2098
0, 152, total, 2099
0, 153, total, 2120
0, 154, total, 2150
0, 155, total, 2126
0, 156, total, 2118
0, 157, total, 2119
0, 158, total, 2120
0, 159, total, 2111
0, 160, total, 2131
0, 161, total, 2148
0, 162, total, 2148
0, 163, total, 2131
0, 164, total, 2120
0, 165, total, 2112
0, 166, total, 2111
0, 167, total, 2130
0, 168, total, 2153
0, 169, total, 2147
0, 170, total, 2135
0, 171, total, 2128
0, 172, total, 2124
0, 173, total, 2115
0, 174, total, 2134
0, 175, total, 2161
0, 176, total, 2138
0, 177, total, 2121
0, 178, total, 2103
0, 179, total, 2089
0, 180, total, 2077
0, 181, total, 2103
0, 182, total, 2123
0, 183, total, 2120
